dataset name,AUC of VCNN,AUC of Deepbind
wgEncodeAwgTfbsSydhH1hescJundIggrabUniPk,0.915019152,0.929335
wgEncodeAwgTfbsHaibSknmcPol24h8V0416101UniPk,0.826015378,0.840338
wgEncodeAwgTfbsHaibGm12878NrsfPcr1xUniPk,0.897956006,0.912279
wgEncodeAwgTfbsSydhK562Arid3asc8821IggrabUniPk,0.841352572,0.855702
wgEncodeAwgTfbsSydhGm12878Nfe2sc22827UniPk,0.936372352,0.950797
wgEncodeAwgTfbsHaibA549Ets1V0422111Etoh02UniPk,0.81259016,0.827037
wgEncodeAwgTfbsSydhH1hescCjunIggrabUniPk,0.905519104,0.920634
wgEncodeAwgTfbsSydhK562Irf1Ifng6hUniPk,0.873569092,0.888836
wgEncodeAwgTfbsSydhK562P300IggrabUniPk,0.888012441,0.903416
wgEncodeAwgTfbsSydhHepg2Irf3IggrabUniPk,0.868047983,0.883642
wgEncodeAwgTfbsHaibGm12878Irf4sc6059Pcr1xUniPk,0.887695252,0.903615
wgEncodeAwgTfbsSydhK562CmycIfng30UniPk,0.867607092,0.884448
wgEncodeAwgTfbsSydhNt2d1Znf274UcdUniPk,0.946029851,0.962985
wgEncodeAwgTfbsSydhK562MaxIggrabUniPk,0.870865188,0.888015
wgEncodeAwgTfbsSydhGm15510NfkbTnfaIggrabUniPk,0.809594873,0.826776
wgEncodeAwgTfbsHaibHct116Yy1sc281V0416101UniPk,0.882122735,0.899819
wgEncodeAwgTfbsHaibH1hescSix5Pcr1xUniPk,0.906659107,0.924492
wgEncodeAwgTfbsSydhHepg2Brca1a300IggrabUniPk,0.831958525,0.851118
wgEncodeAwgTfbsSydhHelas3Chd2IggrabUniPk,0.863553622,0.883198
wgEncodeAwgTfbsHaibGm12892Pax5c20V0416101UniPk,0.841756461,0.862211
wgEncodeAwgTfbsSydhGm12878Zzz3UniPk,0.868137255,0.888779
wgEncodeAwgTfbsSydhHepg2Hsf1ForsklnUniPk,0.91292964,0.933593
wgEncodeAwgTfbsSydhH1hescRfx5200401194IggrabUniPk,0.877060389,0.897804
wgEncodeAwgTfbsSydhHelas3Rfx5200401194IggrabUniPk,0.875242024,0.896268
wgEncodeAwgTfbsSydhH1hescChd2IggrabUniPk,0.845340284,0.866686
wgEncodeAwgTfbsSydhK562Znf274m01UcdUniPk,0.802286637,0.825433
wgEncodeAwgTfbsHaibGm12878SrfPcr2xUniPk,0.875986152,0.899835
wgEncodeAwgTfbsSydhK562Mazab85725IggrabUniPk,0.86799386,0.894012
wgEncodeAwgTfbsSydhGm12878Tr4UniPk,0.780553932,0.806984
wgEncodeAwgTfbsSydhK562Tf3c110UniPk,0.946279188,0.972835
wgEncodeAwgTfbsHaibGm12878Sp1Pcr1xUniPk,0.856959922,0.883883
wgEncodeAwgTfbsHaibK562Bcl3Pcr1xUniPk,0.749369627,0.778486
wgEncodeAwgTfbsSydhHelas3Brf2UniPk,0.582558775,0.612357
wgEncodeAwgTfbsHaibH1hescSp2V0422111UniPk,0.902297323,0.932706
wgEncodeAwgTfbsSydhHelas3Irf3IggrabUniPk,0.90953509,0.942501
wgEncodeAwgTfbsSydhK562Sirt6UniPk,0.830585424,0.866009
wgEncodeAwgTfbsSydhK562Irf1Ifna6hUniPk,0.833036396,0.868853
wgEncodeAwgTfbsSydhK562Rfx5IggrabUniPk,0.801266536,0.837481
wgEncodeAwgTfbsHaibGm12878RxraPcr1xUniPk,0.746221308,0.784949
wgEncodeAwgTfbsSydhK562Stat2Ifna6hUniPk,0.871108295,0.910197
wgEncodeAwgTfbsSydhHepg2Tr4UcdUniPk,0.833799376,0.873623
wgEncodeAwgTfbsSydhH1hescBrca1IggrabUniPk,0.825894252,0.86785
wgEncodeAwgTfbsSydhK562Stat1Ifna6hUniPk,0.848239154,0.893972
wgEncodeAwgTfbsHaibH1hescFosl1sc183V0416102UniPk,0.767485119,0.814691
wgEncodeAwgTfbsSydhHepg2Grp20ForsklnUniPk,0.805043441,0.857527
wgEncodeAwgTfbsHaibH1hescRxraV0416102UniPk,0.781774436,0.842511
wgEncodeAwgTfbsSydhK562Pol3UniPk,0.836309524,0.923214
wgEncodeAwgTfbsSydhK562Bdp1UniPk,0.659292035,0.754386
wgEncodeAwgTfbsSydhGm12878Pol3UniPk,0.888441633,0.985624
wgEncodeAwgTfbsSydhHelas3Znf274UcdUniPk,0.851973684,0.953947
wgEncodeAwgTfbsSydhHelas3Brf1UniPk,0.647297297,0.750676
wgEncodeAwgTfbsSydhHelas3Zzz3UniPk,0.71627907,0.866512
wgEncodeAwgTfbsSydhHelas3Bdp1UniPk,0.613161316,0.767977
wgEncodeAwgTfbsSydhK562Tr4UcdUniPk,0.686110265,0.843588
wgEncodeAwgTfbsSydhK562Brf1UniPk,0.520144628,0.818182
